,track_id,track_name,track_duration_ms,artist_id,artist_name,album_id,album_name,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
17,7Gahoyv1ZS22Jt8zBGrDIg,Isabella,140518,3VXe7BcibISROhxRdPuRNL,Zmeyev,7IIU8wrP7jnNgqMwegkrDD,Isabella,2021-08-20,0.782,0.226,3,-12.763,1,0.0431,0.894,0.83,0.112,0.164,82.0
18,1thpjmPyH3rfjaq2bfrjWB,Fields,118153,7sNw4pNLLJNGrU62O80WGE,Leavv,0HeCqvA8LwbmtHp4FlKAUM,Cloud Shapes,2021-08-28,0.643,0.145,0,-22.963,0,0.038,0.876,0.936,0.126,0.52,129.966
19,6IGd96b2eVkKVhwCW1NJ1e,sad octopus,144000,3rLOKzrmb7njqRKYSJgfY7,Claptu,5CQAEHBkksP0EMhoNXNAFn,Bedtime Beats,2021-01-15,0.664,0.289,9,-15.063,0,0.0287,0.96,0.88,0.13,0.0647,80.012
20,0PDcQRIteJQqADoRYhLIxl,Wildflower,154310,7185Q95lPFld0aoPqO6e0U,Blue Wednesday,6lBsWeUlf1cHTocQWlBkMA,After Hours,2021-03-11,0.771,0.105,2,-17.697,1,0.0766,0.958,0.942,0.0999,0.332,87.002
21,1TYPv1m4WCmSuoE48RIBAe,Walk Out,153506,26e6xlrurIqVfo2GzwuSMQ,Khutko,1ktp6MoHTiqPca8aYWH0BS,Violet,2021-05-14,0.829,0.24,6,-13.585,0,0.203,0.716,0.903,0.177,0.517,77.028
22,2YGL67yMdbftbysa2TlvtJ,A Walk Through the Sky,141396,4n9z9czt00gzw36hdoVU3G,Kainbeats,4jHRJ8MXDSvP7kkqLJe22C,A Walk Through the Sky,2021-11-22,0.702,0.093,8,-18.081,1,0.0369,0.954,0.94,0.109,0.0878,68.064
23,0Xms02B4yBtKxUodh8xoTg,Desert Night,156006,5tvVRGHiqZjsZDIYvLDdl5,l'Outlander,7ElZPXjqRPEJM2sMH5AA63,Massa,2021-06-19,0.631,0.177,9,-17.228,1,0.0365,0.915,0.773,0.132,0.121,99.996
24,0kFb9Xbl1LhpteKe2GzLwr,Constellations,183896,13rVXSdnUlcpvFQ2iuop8a,SCayos,0JkL0kGcQSUifx6Lhnol7o,Ethereal Nights,2021-07-27,0.663,0.198,0,-9.693,1,0.0737,0.863,0.884,0.105,0.0929,77.006
25,4BqhlPaX9Jq8c2pDAEaE6O,Yuzu,110571,656fNsyi29ZFuxOc7cBdIs,Loafy Building,3b3A1KSes0XHzn2EMeLzHv,Butterflies,2022-03-12,0.762,0.169,8,-17.397,0,0.0626,0.914,0.942,0.105,0.317,140.013
26,2g54UaHmEIikFuEPNLACBB,Discover,159529,0tquhVod10o2zf1ht2aVoz,Elior,2OZDCigo1f39VDUTZKyUI0,Walls,2021-01-04,0.665,0.183,8,-15.811,1,0.0386,0.84,0.953,0.11,0.395,137.39
27,2q1dgiLlgTr239QSpq5fYv,Daydream,120269,4Yccu9UQwMSEegvhhS6tRK,Ymori,4BU0lI1X2Px6QaYrRbiLiI,Soul Journey,2021-07-22,0.62,0.548,9,-7.089,1,0.0306,0.159,0.968,0.0895,0.489,79.959
28,2eBuez59MU3mSXwamfYueg,Lavender,154817,7daSp9zXk1dmqNxwKFkL35,Kupla,4FvTjyONlGwfnLY5Bj74jq,Melody Mountain,2021-04-20,0.805,0.313,9,-11.078,0,0.0775,0.307,0.913,0.191,0.234,79.033
29,1v3XvU16bA9lJlTBcRwrIG,Desert Flower,140800,6g67HuwuliYaN3y0I3C3o8,Jost Esser,1ynhVVz70nNaAWoebAnOZG,Desert Flower,2021-06-18,0.671,0.33,11,-7.825,0,0.0809,0.544,0.638,0.0847,0.438,75.041
30,5Mg3t5X4bYQnAreDd6vTon,City On A Hill,164312,5tvVRGHiqZjsZDIYvLDdl5,l'Outlander,2hpqPyln3SFCI494qGvWEW,One Way Ticket,2021-09-03,0.671,0.0883,10,-14.204,0,0.0389,0.957,0.947,0.103,0.301,80.019
31,6GrwTQ3ymprCEBhNAuTGLy,where light can't reach,129766,4n9z9czt00gzw36hdoVU3G,Kainbeats,0BUGyzWgvPBkbAVpgbIjgX,blindsighted,2021-09-01,0.567,0.119,5,-15.813,0,0.0479,0.819,0.788,0.0748,0.0819,66.97
32,1rP79McHD40lUXMtPzZdpT,Underbelly,137837,26e6xlrurIqVfo2GzwuSMQ,Khutko,1ktp6MoHTiqPca8aYWH0BS,Violet,2021-05-14,0.465,0.257,11,-12.279,0,0.0332,0.83,0.935,0.11,0.34,73.952
33,0Lw6iEunh0jGE3dxiUOt7X,Forward,108800,1KIGjwZj1Iojrjpf9FPrfS,Akīn,4HBs6jXChb9se0iiFz8ELZ,Directions,2022-03-06,0.653,0.237,0,-14.41,1,0.0655,0.878,0.929,0.0999,0.161,74.974
34,3RdUzrnE2KgU7aXQ1GqTkn,Kyoto Sunrise,158000,0sLb0ouettR8lDLnEgCSVK,Living Room,52nSawNN7wQbQSdDpf5P4D,Rituals,2021-04-06,0.613,0.182,2,-15.503,0,0.0474,0.954,0.382,0.116,0.378,70.024
35,2pfhgKI26CXqSo0NxXygLz,Little Havana,62960,2K113zxCwp0w4JrGBlbMHj,Butter,3ZMtg6CDJBIBXP7UsP6WnA,Little Havana,2021-04-28,0.829,0.627,9,-13.048,1,0.354,0.513,0.927,0.0954,0.777,177.951
36,62KMuqKL6IdTv1Z4dGsfSJ,Together Again,188800,6ysKfYgiKUTMCuq2fSTLK3,xander.,38rprRSWLTehdqR0Kx50jj,"Cabin Fever, Pt. 2",2021-10-17,0.535,0.131,8,-18.866,1,0.0606,0.389,0.884,0.148,0.0395,75.032
37,6GpRJKqZgbcU7yfMGaIDwM,Hero,168581,5tvVRGHiqZjsZDIYvLDdl5,l'Outlander,61wJuf5pVCICvt8iWX6btI,Willpower,2022-02-20,0.667,0.14,4,-17.483,1,0.0572,0.67,0.885,0.0999,0.237,84.014
38,326BF2BS7hSk9O3FlKzCDW,ascensions,79333,232tNFCqJ5P1mP8RRp2j1H,Hanimo,0tpM7wkY9D7znm7x33dO5b,underwater,2020-09-25,0.516,0.341,10,-12.2,1,0.0604,0.492,0.0202,0.219,0.48,84.709
39,0Xuv6oy9YSWSnc3OyTfPLr,Mateo,217164,3vU1rh15w9e9id0XWk3hX0,Low Flanders,12RsB5UPE1q8Y41wdmQ9aG,Mateo,2021-07-09,0.572,0.34,0,-17.038,1,0.0448,0.953,0.919,0.112,0.581,90.024
40,77nrRF8CfW05boZCXPFujq,Happy Endings,160344,7M4y7qvcYja7RcXNCGrjeP,Bcalm,1J1QC1wq4BpebKvPALqlbQ,For You,2022-02-10,0.658,0.156,11,-20.726,1,0.0394,0.77,0.919,0.0811,0.184,116.0
41,2eycw1K4RoRWQz9nsIa077,That's ok,156551,1ux1cA3N0QiscFolXpfbni,Saiko,5BHSgXimijS5z0NMs3e6eA,That's ok,2022-01-07,0.699,0.621,2,-8.57,1,0.0933,0.561,0.897,0.133,0.289,174.027
42,5SP2t46uF2gpfTPW1W3lvw,deep blue,100465,1TPZvujEmCbb9Yw7QwoTH9,igory,7mzcfwa48vYUFzaxpfTis8,right on,2020-12-17,0.675,0.387,10,-8.263,0,0.0443,0.79,0.732,0.172,0.36,85.942
43,5K9vgqMokLpfsXgOa7EUXx,Ultramarine,167368,5D6V4Z6oPz4waooiuBaWIf,Sátyr,6qrJcgmEigwKKrc3MJZlGY,Aiode,2022-03-22,0.65,0.281,7,-11.596,0,0.0373,0.551,0.895,0.11,0.0769,76.073
44,442lx6H3C2mEiQAoSJU4JJ,Flow,135384,0sLb0ouettR8lDLnEgCSVK,Living Room,6i3t1dreoioNY4IF5TBWk5,After The Rainbow,2021-12-12,0.687,0.248,9,-16.203,0,0.032,0.792,0.883,0.114,0.324,77.991
45,1moxB02KhgCWontBnqNia3,Ideals,138697,5tvVRGHiqZjsZDIYvLDdl5,l'Outlander,61wJuf5pVCICvt8iWX6btI,Willpower,2022-02-20,0.641,0.177,6,-17.413,0,0.0408,0.595,0.84,0.284,0.366,87.04
46,0ZCvfenhRRu8Nca2HqUPHX,Blinker,117142,26e6xlrurIqVfo2GzwuSMQ,Khutko,2NnoiiwvvEI2sQrkVJHwWC,Blinker,2022-01-31,0.698,0.386,0,-9.771,1,0.188,0.319,0.00183,0.0968,0.494,83.964
47,34y6vT9T3GYEAgh3hfGaMY,Melody Mountain,180826,7daSp9zXk1dmqNxwKFkL35,Kupla,4FvTjyONlGwfnLY5Bj74jq,Melody Mountain,2021-04-20,0.609,0.443,7,-10.096,0,0.338,0.489,0.892,0.15,0.288,74.93
48,7rVQ5HNt34JT9RXEqOhsoh,Cruisn,111219,6ZDONpXSFquORDgdY6exLo,Mensing,0CsYj1tx4YHexjxHgkUkjv,Cruisn,2021-11-05,0.77,0.16,6,-15.847,1,0.0655,0.74,0.841,0.13,0.253,82.004
49,6ZFHrhc5bS1uZV8it8gmA3,Washed Out,170461,2CiO7xWdwPMDlVwlt9qa1f,WYS,1obdMwQYqDQTJLLBGFsFoP,Evermore,2021-02-23,0.77,0.167,3,-16.692,1,0.0401,0.668,0.907,0.173,0.133,136.046
