,track_id,track_name,track_duration_ms,artist_id,artist_name,album_id,album_name,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
10,3MOqT1Ka4jEf9PKSafbDiT,Dvala,177813,6LwcYWG1molG0KW2xwnPd2,Ever So Blue,0cE9nCfxJWkXE9MbB8jAuZ,Dvala,2021-09-17,0.251,0.0902,7,-25.186,1,0.0418,0.971,0.868,0.0871,0.128,65.816
11,7geHCfvKGWHQ9d24S2a2aa,Suki Desu,136421,37H3UX4jTV7ZjH5yL6l3Yl,Marlon Guild,2BarWHunh4UHpIHvj1Xoka,Sakura,2021-06-24,0.406,0.0042,3,-35.124,1,0.0899,0.993,0.961,0.104,0.0599,66.574
12,0BET2XNs9xjzW6uQ5yvqjQ,Strosande,182500,5Q7WksIlCit2j220mJx7ek,Alfred Janders,33zOUncyEjkebUlCAEuvtM,Strosande,2021-12-30,0.432,0.0458,7,-30.643,0,0.0329,0.984,0.891,0.102,0.203,144.434
13,0R6HqMleKWUdqPZ6l2PcHK,Endless skies,218500,5DYjSQAZSKcn363QyjYNrG,Celine Hayes,5H8Ln206SyXdF9hCgo9ao5,Endless skies,2022-01-07,0.244,0.0269,7,-31.105,1,0.0513,0.987,0.918,0.106,0.447,82.67
14,3A5ebpvRHl0yEpyRzbnOYN,Inner Haze,124456,1F1dcgEK9enKnHceBwHFom,Kalen Elmsley,4aIAblykyScKNEnwHi2okD,Inner Haze,2021-08-06,0.166,0.202,9,-22.422,0,0.0416,0.983,0.939,0.106,0.122,67.459
15,2rBLJwsNjWvSx0yVAQLc3B,Rêvasser,209250,76OnsMFi0V8EsscskTGEch,Lucién,0xnlKa5rkGsf3r93ULxb3l,Rêvasser,2021-11-05,0.374,0.023,1,-33.9,1,0.0347,0.983,0.916,0.106,0.0776,118.96
16,4xugZez7zpHFNTgkf0DLV1,Before your eyes,180777,0lQPyV27qv4l2vBbFJsImj,Mirta da Silva,0o9d8yy6sU4pkrwu06Y84t,Before your eyes,2022-01-21,0.412,0.0394,3,-26.907,1,0.033,0.992,0.976,0.107,0.19,51.076
17,36QUkXZd5QuCItDvIPSbH0,Symbios,173161,6LwcYWG1molG0KW2xwnPd2,Ever So Blue,2GpcAcNttDQAU3wXWgEEHE,Symbios,2022-02-18,0.482,0.234,7,-22.993,1,0.0379,0.995,0.943,0.101,0.593,95.657
18,3a2fZ1oqZMDnjFI5ANACiz,Blåregn,160000,2ClAWj3iKUlyddnvR6faUP,Jacob David,3d2SCTUaH6LJLEz1uXmDKT,Blåregn,2021-08-13,0.293,0.127,2,-30.206,1,0.165,0.97,0.951,0.11,0.556,171.198
19,3HijOHaUfpWWJNEbU0QsHZ,Silent Rain,139750,0DP3HMpZrLwWXEDUYYxnBu,Ava Decker,71ceTov00b4SL0TiqvzIGy,Silent Rain,2021-06-18,0.324,0.0616,9,-32.283,1,0.0293,0.983,0.906,0.098,0.31,69.583
20,5CF6kdYN9s5x3Zps5hHPDZ,Red Roses,114285,7986zAExINQv5pQz94fBc3,Anderson Rivers,4ahdVWqHe9HBFjoBfq5w9O,Red Roses,2021-08-30,0.271,0.0185,8,-28.615,1,0.0433,0.993,0.922,0.101,0.116,125.408
21,1ri9OTTCvGn1yMlDiqAdFS,Sleeping at last,134750,2Uz5ooYuumPgHwe1HVjFtT,Stephanie Middleton,0nOyDcj7i5cEolSP2RZ2uW,Sleeping at last,2022-02-04,0.329,0.0592,4,-30.669,1,0.0423,0.986,0.929,0.0932,0.276,110.747
22,1wVGlAEohNLnz29Iojl2BI,Peace,133874,6EJXTKyCTIQICfv1PT6uAg,Sanna Aalto,3KICqMtSBj3fRLRcdXhZKs,Peace,2021-08-27,0.451,0.0662,0,-30.736,1,0.037,0.989,0.925,0.103,0.102,93.768
23,4OQ4Ua0SulicmSHpgBXCvs,Oceá,158974,0lQPyV27qv4l2vBbFJsImj,Mirta da Silva,1YlinmQ13IX8DlaPOtcX2f,Oceá,2021-10-08,0.346,0.0431,10,-29.328,1,0.0387,0.994,0.951,0.109,0.326,138.532
24,64u8GamjVXCuKtjbPl0oIG,Vale of Tears,142323,1F1dcgEK9enKnHceBwHFom,Kalen Elmsley,1t1VwebAkrX58MEDCi6ZLf,Vale Of Tears,2021-10-15,0.541,0.0578,7,-22.332,1,0.0586,0.993,0.967,0.113,0.122,69.019
25,0r0z0VyDa8X5fu3Kl6ybYi,Dahlias,131374,4eyw3Zvban1yje7bF3ha4O,Moldoveanu,22hBdp6pvyZzEI3Fu8x58n,Dahlias,2021-11-19,0.503,0.0385,4,-24.337,1,0.0506,0.977,0.905,0.109,0.216,119.883
26,0UcRrIl4Ti4xSdp314ZASI,Hiemalis,167624,7p9jnrJ98pQ5CCOzhUt6wu,Franz Ewer,0qCnC2Syuf544DFygP9Q4i,Hiemalis,2022-01-21,0.473,0.0309,7,-30.664,1,0.0493,0.982,0.923,0.124,0.209,116.612
27,4x0UFoPofsiqTndmsZpG2h,die kleine Raupe,157984,7peSX5RUOIXrawTG5Ax3Lv,Tristen Longfellow,627NSKjlFXyOS3AX801vp3,die kleine Raupe,2021-08-08,0.474,0.0315,5,-29.749,1,0.0433,0.995,0.925,0.11,0.146,127.789
28,33hF3bkcfz7bWyyjkCJHAg,Summer Rain,206500,1JKAaplWralpIuAjbe1ROw,Tamara Blake,2cithPsoePBPykDtE8zWao,Summer Rain,2021-09-03,0.345,0.0842,9,-34.408,1,0.0262,0.97,0.909,0.119,0.437,110.606
29,72Gtr23IMiIGxZCp6LCfX7,Everlasting,164500,0DP3HMpZrLwWXEDUYYxnBu,Ava Decker,4Il6knVZLcBiCPUdcvJsIu,Everlasting,2021-10-29,0.536,0.195,8,-27.307,1,0.0434,0.982,0.947,0.109,0.193,118.397
30,3Erp4addg6gNsxONhzMTff,Emotion,204874,6EJXTKyCTIQICfv1PT6uAg,Sanna Aalto,5qBzrhSYA2oc8GUJgty2Pp,Emotion,2021-11-19,0.366,0.0478,1,-27.788,1,0.0359,0.985,0.938,0.104,0.157,87.479
31,1GGPUkn7gZtsxoMdLqwHms,Toujours,134000,1Yk8xJQxv9RJTKMwKrkPOz,Anne Vallayer,3RRJibUMp8rm9ypwvnPYMs,Toujours,2021-12-10,0.457,0.155,11,-26.123,0,0.0973,0.969,0.953,0.0995,0.494,137.284
32,5YwXUOcRaJNOoEImMYLIfu,Luna piena,170874,4gKgtmTsn635GvNGL8EXh8,Lorenzo Fiore,2cP8f6LAElBMVU8epr2t5V,Luna piena,2021-09-10,0.588,0.128,2,-26.622,0,0.0453,0.981,0.91,0.122,0.0747,110.518
33,3NqUYlQxTAWw3Mg3OaOwUE,Rester Dans Les Parages,148000,7eUaOSOuEptG91onQNFSCd,Arlo Thiem,2sEefiUsuwEzMN8tXzxXVQ,Rester Dans Les Parages,2022-01-14,0.39,0.0358,0,-27.261,1,0.0342,0.992,0.89,0.122,0.159,140.22
34,77RVnHDxwWHltl9ZubyvOY,Just Like Glass,176625,77gqTd54FTF2uKWV0RI7FU,Aline Forma,0nSLtWGCUuX7Or7SoMHlEN,Just Like Glass,2021-12-31,0.351,0.0829,3,-25.702,1,0.0308,0.994,0.943,0.0991,0.342,169.161
35,6amOk7q9AqwG40cUZlLyJx,Tras Salomé,177000,0lQPyV27qv4l2vBbFJsImj,Mirta da Silva,3lX23EVEQen2DEAGjLs6lo,Tras Salomé,2021-04-16,0.354,0.0118,5,-24.64,1,0.0448,0.995,0.93,0.0982,0.106,81.191
36,5K5WAmv3SxQR8Is4zJklrz,Haven,165000,3J2sqtWaUCFmoVhS2ibEXC,Odette Montano,2GtLmksn6hajz3ZX14bjO7,Haven,2021-10-15,0.4,0.084,11,-31.201,1,0.0436,0.98,0.92,0.106,0.295,121.55
37,51egrQzlzHbpm6uv49eGRV,Ja Mata,209578,37H3UX4jTV7ZjH5yL6l3Yl,Marlon Guild,6zH199CcNElk23h0lqJ9c4,Oyasumi Nasai,2021-08-06,0.383,0.0116,10,-37.203,1,0.0393,0.995,0.912,0.08,0.264,80.171
38,1TWlhhICPR0UpyIJhxPiEx,Matin,114000,1Yk8xJQxv9RJTKMwKrkPOz,Anne Vallayer,0HVGfqOjUcn2HKQcND27hR,Matin,2022-02-04,0.492,0.138,4,-27.362,1,0.0502,0.991,0.933,0.0893,0.184,114.103
39,6Rm2rBWk3flMMGPdxASdaU,You Are That,172874,7bryNa0PlcBGmHpXFEJxni,Léonie Deval,47MXSKI7ymjqPcRrlSWJSi,You Are That,2021-11-12,0.214,0.0195,11,-30.307,1,0.039,0.994,0.922,0.0928,0.0765,70.457
40,17ATrlvNNZdpPOeKB3YJHT,Red Sky,139357,5Bdoqe7eyvKZV0FluhBtSO,Leon Fisher,6aTev9H6NeG5l03DgD3rJc,Red Sky,2022-02-11,0.188,0.0368,4,-28.524,1,0.0354,0.934,0.893,0.11,0.116,105.721
41,0mdIhRa6uUwlHmEuUuvuKA,Quiet,193250,7p9jnrJ98pQ5CCOzhUt6wu,Franz Ewer,6KxIV0vIVkC90QUs1BFNs3,Quiet,2021-10-01,0.602,0.0818,7,-28.352,0,0.0405,0.984,0.918,0.105,0.217,111.771
42,6AZJTapFookh7e2ot25hZE,Aviron,150374,0CEd23JZvyemacknJwWM9O,Les Rêveries,2Jva3LhKgM8We64wBcUtAX,Prospicio,2021-03-12,0.355,0.0173,2,-28.01,1,0.0453,0.988,0.934,0.0921,0.212,123.635
43,1svRACx5V80ifZCa1xC6DJ,Aftontimma,160250,5Q7WksIlCit2j220mJx7ek,Alfred Janders,0GUcfgnAq4LSrBPAUG92qC,Aftontimma,2021-12-03,0.502,0.0541,3,-30.367,1,0.0313,0.99,0.902,0.105,0.198,52.332
44,3hVSL4kM3pVj8YRmBiDcIn,Carousel,123617,0WMQidVblrSXVtlhpMcQTI,Rich Mortimer,6qN46VNn1NLcmaWJYk5hKK,Carousel,2021-04-30,0.43,0.0657,7,-22.466,1,0.0393,0.993,0.955,0.0959,0.472,117.877
45,2Pmiz2tOtQxnrHsQ9RZuKp,Shoganai,191087,37H3UX4jTV7ZjH5yL6l3Yl,Marlon Guild,5pOX595aLHeczDXUz0HsL1,Shoganai,2022-03-11,0.409,0.0209,5,-26.392,1,0.0435,0.992,0.903,0.094,0.0901,168.588
46,2Ibyx9m0rs3MSVWdqaCWkI,Nederlag,137013,2ClAWj3iKUlyddnvR6faUP,Jacob David,7aSmFOHD0J5i8Chj24XDzQ,Nederlag,2021-03-26,0.208,0.0709,5,-32.798,1,0.0478,0.988,0.964,0.0923,0.174,206.563
47,23DPhQu9w09Vc4PkAd3zv2,Pourquoi,178000,2KlGXtQBlBpqBOt4WnVH4M,Hector VallÇe,1OWuvV6W1ajl6Lp0Lncp4Z,Pourquoi,2022-02-11,0.31,0.107,2,-23.437,0,0.0328,0.978,0.92,0.103,0.279,48.37
48,7cMwmMmh2RRtGv1jl3QPUH,Lavender,176000,2Uz5ooYuumPgHwe1HVjFtT,Stephanie Middleton,0ydbZvW2I6oagnbyzvYg15,Lavender,2021-10-29,0.486,0.142,7,-26.482,1,0.0389,0.942,0.926,0.111,0.207,108.005
49,4MBvV10mS1xxbyg5hvbtzk,Crystal Ball,148250,7dsYrsCwrZat4t33c7RXPe,Lihua Zhao,0fKjmVxLE5o2sDd1b47REq,Heartland,2021-10-08,0.347,0.175,3,-27.452,1,0.0279,0.983,0.964,0.109,0.402,95.102
