,track_id,track_name,track_duration_ms,artist_id,artist_name,album_id,album_name,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0,6hIr2IDeBDXfRFk0rYe5Tz,Won’t Stand Down,209061,12Chz98pHFMPJEknJQMWvI,Muse,3bbeAIMaGSW6gUMeGqw5VS,Won’t Stand Down,2022-01-13,0.514,0.882,7,-4.406,1,0.0862,0.0043,2.52e-06,0.156,0.424,104.85
1,7nFYanHZvmfme8zVhJhZ8Y,Quicksand,134040,3YcBF2ttyueytpXtEzn1Za,Incubus,5WwXMygJ3dQXk3S6mDDfCH,Light Grenades,2006-11-28,0.409,0.764,0,-7.949,0,0.0443,0.563,0.00277,0.476,0.0771,134.19
2,4gHnSNHs8RyVukKoWdS99f,Something In The Way,232146,6olE6TJLqED3rqDCT0FyPh,Nirvana,2UJcKiJxNryhL050F5Z1Fk,Nevermind (Remastered),1991-09-26,0.427,0.201,8,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218
3,7D0RhFcb3CrfPuTJ0obrod,Sparks,227093,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,6ZG5lRT77aJ3btmArcykra,Parachutes,2000-07-10,0.371,0.268,1,-10.506,1,0.0281,0.748,0.0517,0.104,0.165,102.617
4,7e5oI26aeiQQlOnqFaRGCx,Artificial Red,374920,0T7JQxpy1Li93vLNirbv0Z,Mad Season,1cqta2uSKVYdom7CRMGDwn,Above (Deluxe Edition),1995,0.599,0.349,9,-8.218,1,0.0336,0.0757,0.131,0.0693,0.501,143.311
5,18lR4BzEs7e3qzc0KVkTpU,What I've Done,205613,6XyY86QOPPrYVGvF9ch6wz,Linkin Park,2tlTBLz2w52rpGCLBGyGw6,Minutes to Midnight,2007-05-14,0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64e-06,0.138,0.287,120.119
6,5sFDReWLrZHLFZFjHsjUTS,Would?,206773,64tNsm6TnZe2zpcMVMOoHL,Alice In Chains,58NXIEYqmq5dQHg9nV9duM,Dirt,1992-09-29,0.305,0.833,6,-7.981,1,0.0398,0.000327,2.36e-05,0.091,0.586,100.675
7,00jXDm9BLNZdf2QC3Br0r7,Space Dementia,380760,12Chz98pHFMPJEknJQMWvI,Muse,1Dh27pjT3IEdiRG9Se5uQn,Origin of Symmetry,2001,0.166,0.723,11,-6.845,1,0.0472,0.0153,0.00265,0.214,0.0756,170.957
8,5f67RP41LJxJSPPgbFSTrM,"Earth to Bella, Pt. 1",148200,3YcBF2ttyueytpXtEzn1Za,Incubus,5WwXMygJ3dQXk3S6mDDfCH,Light Grenades,2006-11-28,0.408,0.54,0,-8.15,1,0.0315,0.387,1.35e-06,0.104,0.235,151.027
9,2amzrvbxYiq8AxGntIiw5V,Fall to Pieces,271240,7CHilrn81OdYjkh4uSVnYM,Velvet Revolver,64GnrmrpL1fvfF0r1AoZLB,Contraband,2004,0.464,0.887,6,-4.65,1,0.0499,0.000429,0.333,0.126,0.23,132.759
10,46HNZY1i7O6jwTA7Slo2PI,My Universe,226198,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,06mXfvDsRZNfnsGZvX2zpb,Music Of The Spheres,2021-10-15,0.573,0.711,1,-6.268,0,0.0406,0.0114,0.0,0.328,0.47,105.006
11,1Ic9pKxGSJGM0LKeqf6lGe,All Apologies,233173,6olE6TJLqED3rqDCT0FyPh,Nirvana,7wOOA7l306K8HfBKfPoafr,In Utero - 20th Anniversary Remaster,1993-09-21,0.446,0.632,1,-12.197,1,0.034,0.0793,0.000266,0.0881,0.359,113.176
12,0UFDKFqW2oGspYeYqo9wjA,Bleed It Out,166373,6XyY86QOPPrYVGvF9ch6wz,Linkin Park,2tlTBLz2w52rpGCLBGyGw6,Minutes to Midnight,2007-05-14,0.529,0.967,1,-3.647,0,0.0508,0.114,0.0,0.61,0.596,140.127
13,5UWwZ5lm5PKu6eKsHAGxOk,Everlong,250546,7jy3rLJdDQY21OgRLCZ9sD,Foo Fighters,30ly6F6Xl0TKmyBCU50Khv,The Colour And The Shape,1997-05-20,0.413,0.881,11,-5.541,0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066
14,7qzFXUvBk7lELXuxVREypV,Nearly Lost You,247093,3Ukr3Ufjg8ygRJv7Ww887f,Screaming Trees,3SOcm48I0DOX1KEHF2IEVY,Sweet Oblivion,1992,0.166,0.971,7,-5.231,1,0.119,3.84e-05,6.15e-05,0.21,0.434,202.234
15,7BxQJTzBjhfpx8PVT1qASg,Hyper Music,201506,12Chz98pHFMPJEknJQMWvI,Muse,1Dh27pjT3IEdiRG9Se5uQn,Origin of Symmetry,2001,0.27,0.91,7,-4.544,1,0.0851,1.23e-05,0.000187,0.133,0.397,121.386
16,7kF1iPJTj3VFJX9XokQ80F,Slither,248306,7CHilrn81OdYjkh4uSVnYM,Velvet Revolver,64GnrmrpL1fvfF0r1AoZLB,Contraband,2004,0.478,0.974,7,-3.866,1,0.102,0.000266,0.0984,0.0738,0.268,141.077
17,7LVHVU3tWfcxj5aiPFEW4Q,Fix You,295533,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,4E7bV0pzG0LciBSWTszra6,X&Y,2005-06-07,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178
18,11LmqTE2naFULdEP94AUBa,Heart-Shaped Box,281160,6olE6TJLqED3rqDCT0FyPh,Nirvana,6ohX7moZZnF1FwYrli1OJ6,In Utero - 20th Anniversary - Deluxe Edition,1993-09-21,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006
19,1aKNbn5AsDWydycvr1gYBa,Bubbles,301080,1km0R7wy712AzLkA1WjKET,Biffy Clyro,6Ch5ZsoMxpy5Ef2i4mGILh,Only Revolutions,2009-11-06,0.35,0.724,3,-5.888,1,0.0314,0.00203,0.00136,0.113,0.196,147.344
20,2Kyv9u13EhZCMUS13NHi5B,A Kiss to Send Us Off,256453,3YcBF2ttyueytpXtEzn1Za,Incubus,5WwXMygJ3dQXk3S6mDDfCH,Light Grenades,2006-11-28,0.461,0.959,9,-3.765,0,0.0568,0.104,0.000213,0.0792,0.083,132.632
21,4dVbhS6OiYvFikshyaQaCN,My Hero,260026,7jy3rLJdDQY21OgRLCZ9sD,Foo Fighters,30ly6F6Xl0TKmyBCU50Khv,The Colour And The Shape,1997-05-20,0.398,0.927,9,-4.212,1,0.0567,6.2e-05,0.000177,0.0575,0.311,77.106
22,7xyYsOvq5Ec3P4fr6mM9fD,Hysteria,227440,12Chz98pHFMPJEknJQMWvI,Muse,0HcHPBu9aaF1MxOiZmUQTl,Absolution,2004-03-23,0.412,0.92,9,-4.852,0,0.0575,0.000456,0.0026,0.11,0.455,93.162
23,6QewNVIDKdSl8Y3ycuHIei,Even Flow,292580,1w5Kfo2jwwIPruYS2UWh56,Pearl Jam,5B4PYA7wNN4WdEXdIJu58a,Ten,1991-08-27,0.394,0.944,10,-6.506,0,0.0761,0.00178,4.54e-06,0.298,0.265,105.338
24,0I060wAAVjhFv28hJ5rpGZ,Rock Me Baby - L.A. Woman Sessions,279532,22WZ7M8sxp5THdruNY3gXt,The Doors,5zJ5Hz4a5OACoowuL3x86m,L.A. Woman (50th Anniversary Deluxe Edition),2021-12-03,0.455,0.142,2,-20.861,1,0.0339,0.598,0.00115,0.136,0.368,76.224
25,0bTLGlCqwZXwJGWGE2Dywg,Drain You,223880,6olE6TJLqED3rqDCT0FyPh,Nirvana,2UJcKiJxNryhL050F5Z1Fk,Nevermind (Remastered),1991-09-26,0.325,0.929,11,-5.625,0,0.0695,0.000129,2.22e-06,0.184,0.198,133.358
26,6nek1Nin9q48AVZcWs9e9D,Paradise,278719,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,2R7iJz5uaHjLEVnMkloO18,Mylo Xyloto,2011-10-24,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631
27,5KEzy0P5S40qrwX6xzNfMD,Diamonds and Coal,226533,3YcBF2ttyueytpXtEzn1Za,Incubus,5WwXMygJ3dQXk3S6mDDfCH,Light Grenades,2006-11-28,0.651,0.686,11,-4.985,0,0.03,0.0314,0.00011,0.363,0.707,122.259
28,3kdMzXOcrDIdSWLdONHNK5,The Sky Is A Neighborhood,244573,7jy3rLJdDQY21OgRLCZ9sD,Foo Fighters,6KMkuqIwKkwUhUYRPL6dUc,Concrete and Gold,2017-09-15,0.357,0.549,11,-7.843,0,0.0698,0.000798,0.00485,0.22,0.531,130.749
29,3a94TbZOxhkI9xuNwYL53b,Black Summer,232412,0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,4a6LkeTXHKjMQgf42wQnbH,Black Summer,2022-02-04,0.417,0.682,1,-5.071,1,0.0295,0.0267,0.000669,0.109,0.351,105.542
30,0j3obufLXq5toSs592dX9U,Bliss,251146,12Chz98pHFMPJEknJQMWvI,Muse,1Dh27pjT3IEdiRG9Se5uQn,Origin of Symmetry,2001,0.447,0.8,0,-9.482,0,0.047,0.000258,0.00206,0.113,0.251,127.956
31,73WEZ2qitNdBiUEhtckC6G,Atlanta,318840,2UazAtjfzqBF0Nho2awK4z,Stone Temple Pilots,0NgdZp0Z9HGsowYxPBYQSV,No. 4,1999-10-08,0.234,0.593,4,-7.806,0,0.0332,0.339,2.25e-05,0.212,0.175,159.976
32,4CeeEOM32jQcH3eN9Q2dGj,Smells Like Teen Spirit,301920,6olE6TJLqED3rqDCT0FyPh,Nirvana,2UJcKiJxNryhL050F5Z1Fk,Nevermind (Remastered),1991-09-26,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761
33,0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,267866,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,2G4AUqfwxcV1UdQjm2ouYr,Ghost Stories,2014-05-19,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97
34,2JuasWPUodaUxf5nwNpciQ,Nutshell,259200,64tNsm6TnZe2zpcMVMOoHL,Alice In Chains,4FCoFSNIFhK36holxHWCnc,Jar Of Flies,1994,0.384,0.561,3,-10.059,0,0.0296,0.373,0.253,0.0775,0.159,136.136
35,5wvYib82q05wiNjLElD8GJ,Dig,257253,3YcBF2ttyueytpXtEzn1Za,Incubus,5WwXMygJ3dQXk3S6mDDfCH,Light Grenades,2006-11-28,0.45,0.895,11,-4.739,1,0.0386,0.0293,0.0,0.116,0.463,77.577
36,67vYdAAM3oGsEImCRfbtsF,Times Like These,265560,7jy3rLJdDQY21OgRLCZ9sD,Foo Fighters,1zQ6F8gMagKcPL4SoA80cx,One By One (Expanded Edition),2002-10-22,0.376,0.908,4,-3.793,0,0.0879,1.4e-05,1.4e-05,0.241,0.266,144.581
37,2VrJMuLt2m9HbifGrKWHqk,New Born,363266,12Chz98pHFMPJEknJQMWvI,Muse,1Dh27pjT3IEdiRG9Se5uQn,Origin of Symmetry,2001,0.238,0.932,4,-5.809,1,0.0912,0.00326,0.298,0.114,0.186,150.899
38,5egqKwgK5r5rvGD1LrtR7J,Points of Authority,200240,6XyY86QOPPrYVGvF9ch6wz,Linkin Park,6hPkbAV3ZXpGZBGUvL6jVM,Hybrid Theory (Bonus Edition),2000-10-24,0.512,0.97,8,-3.886,0,0.212,0.03,0.0,0.0994,0.427,94.952
39,70LcF31zb1H0PyJoS1Sx1r,Creep,238640,4Z8W4fKeB5YxbusRsdQVPb,Radiohead,3gBVdu4a1MMJVMy6vwPEb8,Pablo Honey,1993-02-22,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844
40,6oZYLz0vZy8HhqwioRYtTp,Territorial Pissings,142946,6olE6TJLqED3rqDCT0FyPh,Nirvana,2UJcKiJxNryhL050F5Z1Fk,Nevermind (Remastered),1991-09-26,0.285,0.979,2,-4.428,1,0.175,0.000144,0.0,0.334,0.108,182.7
41,75JFxkI2RXiU7L9VXzMkle,The Scientist,309600,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,0RHX9XECH8IVI3LNgWDpmQ,A Rush of Blood to the Head,2002-08-08,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277
42,4bCNuJYfnWglrBsd9s9LDE,Oil and Water,229800,3YcBF2ttyueytpXtEzn1Za,Incubus,5WwXMygJ3dQXk3S6mDDfCH,Light Grenades,2006-11-28,0.594,0.785,0,-5.364,1,0.0329,0.145,9.59e-05,0.165,0.278,130.217
43,44wXefe8WB9Fd6xwtmAwbR,Monkey Wrench,231480,7jy3rLJdDQY21OgRLCZ9sD,Foo Fighters,30ly6F6Xl0TKmyBCU50Khv,The Colour And The Shape,1997-05-20,0.401,0.953,4,-4.276,1,0.0752,1.83e-05,2.56e-05,0.149,0.555,174.217
