,track_id,track_name,track_duration_ms,artist_id,artist_name,album_id,album_name,album_release_date
30,58QLCa2HJxU4U2MnpNopLj,Light Rest,169754,2LTLJd4VIsqMpaoh9dn1ik,Spring Euphemia,1Jmn0i1SjtVnj2IsC05vd8,Light Rest,2021-11-04
31,6KU6lJNEwpHSB8EdI6klNN,Eudaimonia,177000,3L8lia6SiogIvkEl2qQ32d,Gaea Antoniou,09qRQwHteDmqgCTEe2HcYl,Eudaimonia,2021-09-17
32,2UScMXkAslXCfMcRx2Wlr7,Midst of Everything,166161,59RVWpGZwBN5H2S4yHsxD9,Tora Summer,1RmiiLCKVetsg26CP2b9wM,Midst of Everything,2021-10-28
33,381txcpzL73JjcdV2690sm,Reappearance,122636,7FQhluCKlC5UBRvkodPl8m,Spacetactular,0O2ZiFlvME9d031RNbZJqp,Reappearance,2021-01-21
34,2Pob0B0xBaszDLVBDWNh0U,Amado Nervo,189065,1TZG0boEXBMRfxjj1nH6TM,Sayulita,6a4WIqXe0jVegSsNx8vCDJ,Amado Nervo,2021-08-27
35,0AY2x7N94uTmkYruyZDPKu,Migla,120199,5EUJpZPU6Oo6v9E5I21qFe,Adelina Palm,1ImyklVXN9AtfPPDfRNYEH,Migla,2021-10-21
36,7lKhxWhv5sPG9MBaDfdJL7,Taivas,144121,3lxrrGQ5yyzG43gu1ttAfP,Lumi Couri,4eZo8y8cM7ZGqaUJoaooZ9,Taivas,2021-04-22
37,3rPFA1lIlvYgmQbblz3sDp,What Matters Most,195062,42o9XvYCWagpauD2sbHOPY,Nathaniel Rembrandt,4uKx9Kfx0M03BSYctWm3iJ,What Matters Most,2022-02-07
38,5OJoZKBKLoJACasfMrKrCv,Just In View,209750,0bvbu0duux79xFOXVaaozq,Euloria,4e52GFe6T8POxpBMXqbTG7,Just In View,2021-12-09
39,2i02KGiRdF0vyYFHihasJN,Touriñán,145246,518pvehpCn4yp3oJJbr6zA,Huma,4Y5c6B65RirvpA7EEy7zcx,Punta Nariga,2021-02-12
40,71Qg70soej5nFS1T079wuQ,Light Under Water,155157,4pnDGbpRLEb0cIu7UFrswl,Mia Bovind,1595Cbk1C9s2y8Ts8ImjH6,Light Under Water,2022-02-17
41,5cNxtUwvAsml2dxp4zpoVa,Soft Answers,203565,1MhNxd0tQVdZHLw2xNATuF,Neoline Ewing,4n5WkZT1FkBtYkTXtlbEaE,Soft Answers,2022-01-13
42,3YPMSEyEJkYpvQB1kcs5Rl,What's Best For You,218500,7FmXiPBaufqqZHoBmGEiCx,Esmay Gouin,2k0IJZavMYJ2Pi3ZRymD86,What's Best For You,2021-10-14
43,6eTRQbYbCnrnm0ghn4eUNd,Allt finns kvar,239224,3N5bWM0Opalb3v1tWy6NJn,Eleonora Feldt,4peQko6d1eFGavCfFHJGT3,Allt finns kvar,2021-09-23
44,2iPWi1NCAoipOYK1hBv0Fj,Constant Change,153124,32fb0CzojuxZhDwienUYu5,Leonid Antonov,13neib5KMhCXm17GJdlZ1L,Constant Change,2021-07-02
45,7gJ7Yb0ZpUPUiaYVv6FhR8,Reminiscence,201000,4xdU9qb6mDz0punEhwwi72,Griff Beynon,5ZqtwBmNJwxXHAff8szncz,Reminiscence,2022-02-28
46,48UNHWGzRfk4AOKrCJM7XJ,I et andet liv,186500,0vPGOBFcfVsCzqsYTxubi6,Minik Knudsen,0g1IbymnrPiH2sgYQX1YKG,I et andet liv,2021-12-21
47,05XqOIQ7J4mO4ZyOFIoz5L,Distant Dreams,239224,0bvbu0duux79xFOXVaaozq,Euloria,6M5JYrM1JhzIXe5vIDWZcB,Distant Dreams,2021-06-03
48,5xcgi9ta3wVzBFktltBLMo,Underview,110000,3TrVbyS2m9PyOxsjoPos7Z,Eldrelder,5CxKbJBV7cYw5ayhZWMQrN,Underview,2022-02-21
49,1JuU4qEEZgSZbXotwMRpQF,Cíes,155777,518pvehpCn4yp3oJJbr6zA,Huma,3Ls0VL9UNb0CaLsJrPcyaC,Cíes,2022-01-28
