,track_id,track_name,track_duration_ms,artist_id,artist_name,album_id,album_name,album_release_date
0,7zwddyEol0Hg5K8HQd3srX,La Caoba,159744,1TZG0boEXBMRfxjj1nH6TM,Sayulita,1hOREuWfjR7rdZsu7J4aMW,La Caoba,2021-11-05
1,0f5IlhiVWUUq4SGHyrRxIt,Viento Estelar,185943,1Ww4X8PlwRBiocjYoAoQ4N,Universo,5ILrjJzxzyn3h8CCdRQszR,Galaxia,2021-01-18
2,07UDTaRYJAsIhUZTyZSUzM,Ons,193239,518pvehpCn4yp3oJJbr6zA,Huma,2cdvRClGJPAHpK0ACSFSfu,Ons,2021-10-22
3,1heAYXQYiL5e2VBRClCaif,Atwined,140250,32fb0CzojuxZhDwienUYu5,Leonid Antonov,6TTy6hUzyFliywFJLXfYsk,Atwined,2021-10-22
4,7etqolbqNqTmybDTIN77pt,Epiphany,172090,5u8vwlOeUEwxaklbfP6cnG,Aari Kumar,3QhvbpLgFT2pHsxdirqLW7,Epiphany,2021-12-19
5,2iOKDbXoqcTENod90jSmcH,Answers,178000,4VIdNbofDE1Txze8n5jshd,Elmer Loyd,6L7t3tZ2gQAJ3CYhM4joVp,Answers,2021-05-28
6,3ISWnR8CHeuUaghZXPbfRa,Liquid Dream - Piano Version,202042,6PKn0AB4MUWk51WWdZLPMd,Alec Wynter,5J3aYIH6tZuEVQuf1Jvl92,Liquid Dream - Piano Version,2021-10-14
7,2WGKo3sflN4aUNtesZw4Py,La Cascada,181000,1TZG0boEXBMRfxjj1nH6TM,Sayulita,2zfjHiF04uCEQEBMrrp6aX,Bella Unión,2021-05-28
8,1qVYn3HKHjga2franlJdU1,Quand la neige tombe,172374,3ETsEsGHY5HlPjh1lxVtG8,Emmeline Ralph,0WS3vyLeMR9nNvvRf9c0fO,Quand la neige tombe,2021-10-15
9,2VTvUT7mn0fEh39q5yh0KW,A Illa,202281,518pvehpCn4yp3oJJbr6zA,Huma,3IEHeEPfmdzzFzTmT2FNWK,A Illa,2021-10-29
10,1jNuMTWsvFvPMwyJcb30FF,Fragile,179624,32fb0CzojuxZhDwienUYu5,Leonid Antonov,23yYxqfArgUd8RkreaCD4t,Fragile,2021-06-18
11,1uGy4uNI3SeVUien40Dtzo,Tiniebla,209250,6UGfKivLtHEJnrNdPcZHZh,Pearl Melendez,658s4v4gvYkydLyeuaMhsd,Tiniebla,2021-11-05
12,7HU4jsNv2xqKQ1V18iHKhL,Deine Augen,182702,7JshNZgXnBP253y6KE0aQR,Celine Brandt,08PSdUzYoeDr2y8w534lp1,Deine Augen,2021-11-25
13,1XhhBtMKmNGM4yfgMZQVxf,Deep breaths,131666,0gTSb6SH0iohVVodJGSUlH,Jirou Soller,3JEiMxMBlySWYU9dpuSMoA,Deep breaths,2021-04-22
14,5gDjNqBVupjXg9FpgVQ68c,Huitussi,177146,1TZG0boEXBMRfxjj1nH6TM,Sayulita,64u7zy3JliXzjqK9T3H4Zd,Huitussi,2021-03-19
15,5igYXEgB6IPo7LNtQ71ZMT,Ciclo Solar,193607,1Ww4X8PlwRBiocjYoAoQ4N,Universo,51pSIpoYAmWbiUArilRnSg,Planetas,2021-05-31
16,5dXGR9SCZjX1a82NG87QKF,Falling Autumn Leaves,134865,7bmRaidlj0sx7EKFWBLnl2,Roy Holtz,2l8OjMwlL7qklDoJLhAT4S,Falling Autumn Leaves,2021-11-26
17,0YVdFZrT5wVUwSVM0AbleK,Space Time,143374,32fb0CzojuxZhDwienUYu5,Leonid Antonov,2WGPJT3FrXeqHGQPlaHpYk,Space Time,2021-09-24
18,0UmxO4xdWoH3hRUQwcqdqC,Sapnis,217000,1IxEav5X3hEPqk0of4PY1I,Pax Gene,4T8YxsVIllqkGfBz1RRUhW,Sapnis,2021-09-24
19,1aU0CFHRycE2Va7CVmDZEX,Illa Pancha,160000,518pvehpCn4yp3oJJbr6zA,Huma,2VKD43M5UUzJvi2rHHmSEe,Candieira,2021-01-22
20,1VLKeNy3qUe8MNvejjTtoy,Reticence,153038,5gIsewE9wwowXLnCYMpzO4,Fiona Kolev,3r2Bjqzlzo9eGjzcFjT4Ox,Reticence,2021-10-14
21,7J9wquS6KYMs8xStcEYoGr,Contemplation,176472,6GiFpBwBuF6ClavjfeRZnt,Sara Edwards,2kk849IDiM7iBiDv3KVF35,Contemplation,2021-08-30
22,73E1cWwhV9iyIfiyyH26Mn,Becalming Silence,149400,5PdlOF1wMz2X6jSbZXND4l,La Kalon,7ynySTl54ib9UJLkgwrvak,Becalming Silence,2021-10-21
23,47mtEViwvEqAb0ihroZ146,Truth Dawn,138666,3K271pW3tGlt28OPf4pkiY,The Knight Of Coins,3qnDff2e41LDV6BF7BejV9,Truth Dawn,2021-11-26
24,286oXCQiXd21D7WVeMMYCc,When It Was Just A Dream,205051,0DZNNKLNypEjKUpkgJS01w,Diya Wiler,4jmFY2PjbsmX14YRwENDJZ,When It Was Just A Dream,2021-11-11
25,0GRKy1mrOocvoIEkVbtkSI,Mellow Mountain,197573,4nhyKupGKrTJj8f8whWa8L,Mellow Mountain,02JiI8N8HBuoTWwR624r7v,Mellow Mountain,2021-10-12
26,7l6TgOi4LjuVMPOvSeHuyw,Irenic Tone,148035,2xvYo3Aa78eMFyFgrkNgTq,Siri Belle,5BkShagjCMM9xVAI1uWVWq,Irenic Tone,2021-10-29
27,1fMnqF3hdQWXiC5Amb9EI0,Luova,124805,3lxrrGQ5yyzG43gu1ttAfP,Lumi Couri,1jg6KAF2cNqxqaeQnQ9AEI,Luova,2022-02-03
28,6xTOkkjXpxhmUbC4bHwj42,Placid Dream,178782,0JIVfIfdmw45EoZuIWSZqa,Sleepy Sine,3C7sOvemZvkGawuFHaWCES,Placid Dream,2022-02-21
29,2IeNePLzeL0KYs4PZh0yWA,Punta Nariga,195509,518pvehpCn4yp3oJJbr6zA,Huma,4Y5c6B65RirvpA7EEy7zcx,Punta Nariga,2021-02-12
