,track_id,track_name,track_duration_ms,artist_id,artist_name,album_id,album_name,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
21,18Kt9lI9qQK5hUHtaIPOP2,Homecoming - Live,468274,26T4yOaOoFJvUvxR87Y9HO,Bethel Music,1lYaL9YlcMsLXXhmJMDrNL,Homecoming (Live),2021-09-24,0.388,0.566,0,-8.316,1,0.0332,0.269,1.2e-06,0.0938,0.17,144.914
22,17mIn8NhvzkNbzxCukVKdZ,Never Walk Alone - Live,348619,3SgHzT552wy2W8pNLaLk24,Hillsong Worship,3ShHQPOWPmRQybY6gh1b4g,These Same Skies (Live),2021-11-05,0.42,0.553,5,-8.049,1,0.0332,0.141,0.0,0.103,0.214,143.804
23,573mudwDhftRSSbvLHC8xS,Spirit Break Out - Live,382573,4leTWyczsXYGlzUh8sFGSz,Kim Walker-Smith,5SjDZwjks6vfJxdXbGnLal,Still Believe (Live),2012-01-01,0.185,0.717,4,-5.735,0,0.0455,0.0496,0.0,0.546,0.1,73.6
24,0Me2VvbdQoSVn9YaVqWUKg,Blessed,324486,6N6Sk9XOoHsadAGYR44C2o,Vertical Worship,0UhDdx4FunkOEOMDbp0jBY,Blessed,2021-11-05,0.552,0.448,1,-9.946,1,0.0273,0.228,0.0,0.0849,0.258,131.964
25,6MJK1V66s2Tk0e925id2LI,SELAH I,150559,7m4gF38CPATtHrk5HS42WZ,Hillsong Young & Free,5Rb8R5i1XkZIFCKUyR2PZD,III,2018-06-29,0.212,0.201,0,-15.262,1,0.0418,0.98,0.0114,0.0897,0.11,80.446
26,3XtoBErYE1iSWKcMpftdnW,Alive & Breathing (feat. Elle Limebear),242139,1dPl8axUL09mso0myZqPZW,Matt Maher,1BxJ93fbfJSKQ4GWqUcQB9,Alive & Breathing,2020-03-06,0.47,0.826,6,-5.877,1,0.0733,0.0347,0.0,0.0952,0.308,136.019
27,1oAWbr6TXkRajJKgSm1vF5,Kasih Tak Sampai,293320,6PL8FkAt5nOZwYpPIhuAJg,Padi,6mkU1z9nlxjLcmFHz7TsX1,Sesuatu Yang Tertunda,2001-06-20,0.281,0.207,2,-13.734,1,0.0396,0.963,0.0117,0.058,0.149,71.632
28,4wiv0itDHcgSB8IjOxn4SA,Reason To Praise - Live,510726,26T4yOaOoFJvUvxR87Y9HO,Bethel Music,1lYaL9YlcMsLXXhmJMDrNL,Homecoming (Live),2021-09-24,0.274,0.573,7,-7.881,1,0.0391,0.0604,1.2e-06,0.537,0.223,126.319
29,11sEN3giGSXvHBr7DxZoss,Oh Sunny Days,207164,51Ssgb0bFNfHyAXc3Fpmuv,Vira Talisa,38hBR2pf7SkU8SpKDJ5xZ2,Oh Sunny Days,2021-07-23,0.631,0.548,10,-5.35,1,0.0262,0.715,0.000218,0.23,0.498,115.007
30,2susTnsZMD3aHMrdzvlrLM,Still Believe - Live,596866,4leTWyczsXYGlzUh8sFGSz,Kim Walker-Smith,5SjDZwjks6vfJxdXbGnLal,Still Believe (Live),2012-01-01,0.305,0.578,7,-5.627,1,0.0322,0.0652,0.0,0.0826,0.0802,140.188
31,4xuToNvDiZHnDQVujjK49s,Spirit of the Living God,339480,6N6Sk9XOoHsadAGYR44C2o,Vertical Worship,2n25b8gFJcDKbiXi9t4dP6,Church Songs,2015-01-16,0.368,0.531,2,-6.553,1,0.0317,0.0298,0.0,0.639,0.166,133.962
32,0p5CPH1ChVpy79HIZPR4uy,Freedom - Live,256790,3SgHzT552wy2W8pNLaLk24,Hillsong Worship,3ShHQPOWPmRQybY6gh1b4g,These Same Skies (Live),2021-11-05,0.484,0.68,9,-8.489,1,0.0317,0.00226,0.0,0.136,0.189,75.007
33,3nEUnvbFAS0GSBSeZYbKX4,Days Gone By,228986,7m4gF38CPATtHrk5HS42WZ,Hillsong Young & Free,5Rb8R5i1XkZIFCKUyR2PZD,III,2018-06-29,0.532,0.23,4,-13.153,1,0.0314,0.81,0.0,0.107,0.267,124.822
34,3ftY8vtaNvwIDBwbFDDFVH,Leaning - Live,476599,1dPl8axUL09mso0myZqPZW,Matt Maher,6UGWowK96hTdQJyZadFfyJ,Leaning (Live),2022-03-04,0.363,0.509,10,-6.966,1,0.0325,0.239,0.0,0.0911,0.245,139.74
35,1VNP6bgTcqE6cxkU8Zpy21,Revival’s In The Air - Live,444174,26T4yOaOoFJvUvxR87Y9HO,Bethel Music,1t2YSGGRvSaf1zHE0cfjr2,Revival's In The Air (Live),2020-05-29,0.593,0.625,2,-7.11,1,0.0291,0.015,0.000108,0.15,0.229,127.007
36,3tGIQoi9m0WfRfUYN49V7d,Elang,261093,48bKH1ugFBhERC1rdojP9d,Dewa 19,2AYCO1vDSYRYnlu7tK6ZcS,The Best of Dewa 19,2012,0.482,0.909,9,-6.464,0,0.0607,0.00417,0.0,0.0928,0.768,94.877
37,22E1XhnhvSi1NDbRmb5BDn,Hurry - Live,390666,4leTWyczsXYGlzUh8sFGSz,Kim Walker-Smith,4ilCyBUGUzbgZ9AZlOJD21,Revival Nights (Pt. 2) [Live],2021-11-19,0.4,0.591,0,-6.658,0,0.0374,0.163,0.0,0.199,0.154,139.492
38,6Tcgyo2m5eouucM87VjIFB,One and Only Jesus,235202,6N6Sk9XOoHsadAGYR44C2o,Vertical Worship,50OzYCE4poMoyteNi845mA,One and Only Jesus,2022-01-28,0.423,0.73,0,-8.348,1,0.041,0.0105,1.27e-05,0.323,0.303,150.085
39,6PJ9zmCVCvjA9fkWTo2on4,Things of Heaven,330080,48AVv3cw03WdSB5b4qmNCr,Red Rocks Worship,1Q3qc4ujNahlJkwFAE0hOU,Things of Heaven,2021-09-24,0.152,0.618,11,-7.264,1,0.0457,0.109,0.0,0.144,0.131,60.224
40,54DFEHLEHHVvBJChO1ging,Song For His Presence - Live,454912,3SgHzT552wy2W8pNLaLk24,Hillsong Worship,3ShHQPOWPmRQybY6gh1b4g,These Same Skies (Live),2021-11-05,0.534,0.539,4,-9.436,1,0.031,0.0235,0.0,0.075,0.0655,103.975
41,5Wqz0Ayyr6ciO1oSAujrGj,P E A C E,238493,7m4gF38CPATtHrk5HS42WZ,Hillsong Young & Free,5Rb8R5i1XkZIFCKUyR2PZD,III,2018-06-29,0.437,0.357,11,-12.497,0,0.0281,0.49,0.00633,0.0937,0.132,127.949
42,72SrSfTI6p9HCBuVKmCNu9,Egypt - Live,383447,26T4yOaOoFJvUvxR87Y9HO,Bethel Music,1t2YSGGRvSaf1zHE0cfjr2,Revival's In The Air (Live),2020-05-29,0.328,0.845,8,-6.606,1,0.0407,0.000227,0.0,0.138,0.282,149.773
43,6q4EYdtzjQ4S2v45jTpH22,Pertama,260127,18PmEN8ZiHBQlDpxrgR2xs,MALIQ & D'Essentials,09jnUIvbrgy12Z5LoFXHP3,Pertama,2021-09-29,0.697,0.53,11,-7.036,0,0.032,0.0806,0.000522,0.248,0.585,143.97
44,3EWr9Rh7AEr70hV8nA7pCd,You Are Good,358373,7M7UXUwtz3Wb25PVS8dwHs,SEU Worship,0qFxivCbnRrBlXwhvQlrYV,Walk with You,2022-02-04,0.51,0.365,2,-9.283,1,0.0315,0.33,0.0,0.138,0.236,143.946
45,3wB2woMJ78WzKEixJmY8hO,How Good Is He - Live from Chicago,367711,6N6Sk9XOoHsadAGYR44C2o,Vertical Worship,4KKo7CMv5WAX4NYcKDcnUG,How Good Is He (Live from Chicago),2021-10-15,0.381,0.489,10,-8.883,1,0.0339,0.398,0.00102,0.29,0.222,143.954
46,18QN5s8wxFP61qsKPLiBue,My God Is Still The Same,205146,6QgOGgahvXBHEEzpjbDsOj,Sanctus Real,5YFrFIwYuNxdYIA0I0qFy1,My God Is Still The Same,2021-03-05,0.445,0.821,1,-5.146,1,0.136,0.0129,0.0,0.357,0.398,164.154
47,05W8PJmja6rf2jlXf57C5a,Secret Place - Live,327625,3SgHzT552wy2W8pNLaLk24,Hillsong Worship,3ShHQPOWPmRQybY6gh1b4g,These Same Skies (Live),2021-11-05,0.301,0.297,2,-12.963,1,0.0354,0.419,0.0,0.111,0.146,129.829
48,5NPFbfu66b3BlhgfZGK9HJ,Heart Of God,344853,7m4gF38CPATtHrk5HS42WZ,Hillsong Young & Free,5Rb8R5i1XkZIFCKUyR2PZD,III,2018-06-29,0.455,0.445,0,-9.249,1,0.0306,0.155,7.88e-06,0.174,0.0987,142.004
49,1bojRy5in1TdHzdWdxULgr,Dear God,367462,2gXmjQIxCO8lMnSncluZaU,Cory Asbury,5lI4dcwtT3IXJ8i097XkIH,To Love a Fool,2020-07-31,0.451,0.491,3,-9.858,1,0.0398,0.643,0.00131,0.0801,0.288,153.768
