,track_id,track_name,track_duration_ms,artist_id,artist_name,album_id,album_name,album_release_date
20,5CF6kdYN9s5x3Zps5hHPDZ,Red Roses,114285,7986zAExINQv5pQz94fBc3,Anderson Rivers,4ahdVWqHe9HBFjoBfq5w9O,Red Roses,2021-08-30
21,1ri9OTTCvGn1yMlDiqAdFS,Sleeping at last,134750,2Uz5ooYuumPgHwe1HVjFtT,Stephanie Middleton,0nOyDcj7i5cEolSP2RZ2uW,Sleeping at last,2022-02-04
22,1wVGlAEohNLnz29Iojl2BI,Peace,133874,6EJXTKyCTIQICfv1PT6uAg,Sanna Aalto,3KICqMtSBj3fRLRcdXhZKs,Peace,2021-08-27
23,4OQ4Ua0SulicmSHpgBXCvs,Oceá,158974,0lQPyV27qv4l2vBbFJsImj,Mirta da Silva,1YlinmQ13IX8DlaPOtcX2f,Oceá,2021-10-08
24,64u8GamjVXCuKtjbPl0oIG,Vale of Tears,142323,1F1dcgEK9enKnHceBwHFom,Kalen Elmsley,1t1VwebAkrX58MEDCi6ZLf,Vale Of Tears,2021-10-15
25,0r0z0VyDa8X5fu3Kl6ybYi,Dahlias,131374,4eyw3Zvban1yje7bF3ha4O,Moldoveanu,22hBdp6pvyZzEI3Fu8x58n,Dahlias,2021-11-19
26,0UcRrIl4Ti4xSdp314ZASI,Hiemalis,167624,7p9jnrJ98pQ5CCOzhUt6wu,Franz Ewer,0qCnC2Syuf544DFygP9Q4i,Hiemalis,2022-01-21
27,4x0UFoPofsiqTndmsZpG2h,die kleine Raupe,157984,7peSX5RUOIXrawTG5Ax3Lv,Tristen Longfellow,627NSKjlFXyOS3AX801vp3,die kleine Raupe,2021-08-08
28,33hF3bkcfz7bWyyjkCJHAg,Summer Rain,206500,1JKAaplWralpIuAjbe1ROw,Tamara Blake,2cithPsoePBPykDtE8zWao,Summer Rain,2021-09-03
29,72Gtr23IMiIGxZCp6LCfX7,Everlasting,164500,0DP3HMpZrLwWXEDUYYxnBu,Ava Decker,4Il6knVZLcBiCPUdcvJsIu,Everlasting,2021-10-29
30,3Erp4addg6gNsxONhzMTff,Emotion,204874,6EJXTKyCTIQICfv1PT6uAg,Sanna Aalto,5qBzrhSYA2oc8GUJgty2Pp,Emotion,2021-11-19
31,1GGPUkn7gZtsxoMdLqwHms,Toujours,134000,1Yk8xJQxv9RJTKMwKrkPOz,Anne Vallayer,3RRJibUMp8rm9ypwvnPYMs,Toujours,2021-12-10
32,5YwXUOcRaJNOoEImMYLIfu,Luna piena,170874,4gKgtmTsn635GvNGL8EXh8,Lorenzo Fiore,2cP8f6LAElBMVU8epr2t5V,Luna piena,2021-09-10
33,3NqUYlQxTAWw3Mg3OaOwUE,Rester Dans Les Parages,148000,7eUaOSOuEptG91onQNFSCd,Arlo Thiem,2sEefiUsuwEzMN8tXzxXVQ,Rester Dans Les Parages,2022-01-14
34,77RVnHDxwWHltl9ZubyvOY,Just Like Glass,176625,77gqTd54FTF2uKWV0RI7FU,Aline Forma,0nSLtWGCUuX7Or7SoMHlEN,Just Like Glass,2021-12-31
35,6amOk7q9AqwG40cUZlLyJx,Tras Salomé,177000,0lQPyV27qv4l2vBbFJsImj,Mirta da Silva,3lX23EVEQen2DEAGjLs6lo,Tras Salomé,2021-04-16
36,5K5WAmv3SxQR8Is4zJklrz,Haven,165000,3J2sqtWaUCFmoVhS2ibEXC,Odette Montano,2GtLmksn6hajz3ZX14bjO7,Haven,2021-10-15
37,51egrQzlzHbpm6uv49eGRV,Ja Mata,209578,37H3UX4jTV7ZjH5yL6l3Yl,Marlon Guild,6zH199CcNElk23h0lqJ9c4,Oyasumi Nasai,2021-08-06
38,1TWlhhICPR0UpyIJhxPiEx,Matin,114000,1Yk8xJQxv9RJTKMwKrkPOz,Anne Vallayer,0HVGfqOjUcn2HKQcND27hR,Matin,2022-02-04
39,6Rm2rBWk3flMMGPdxASdaU,You Are That,172874,7bryNa0PlcBGmHpXFEJxni,Léonie Deval,47MXSKI7ymjqPcRrlSWJSi,You Are That,2021-11-12
40,17ATrlvNNZdpPOeKB3YJHT,Red Sky,139357,5Bdoqe7eyvKZV0FluhBtSO,Leon Fisher,6aTev9H6NeG5l03DgD3rJc,Red Sky,2022-02-11
41,0mdIhRa6uUwlHmEuUuvuKA,Quiet,193250,7p9jnrJ98pQ5CCOzhUt6wu,Franz Ewer,6KxIV0vIVkC90QUs1BFNs3,Quiet,2021-10-01
42,6AZJTapFookh7e2ot25hZE,Aviron,150374,0CEd23JZvyemacknJwWM9O,Les Rêveries,2Jva3LhKgM8We64wBcUtAX,Prospicio,2021-03-12
43,1svRACx5V80ifZCa1xC6DJ,Aftontimma,160250,5Q7WksIlCit2j220mJx7ek,Alfred Janders,0GUcfgnAq4LSrBPAUG92qC,Aftontimma,2021-12-03
44,3hVSL4kM3pVj8YRmBiDcIn,Carousel,123617,0WMQidVblrSXVtlhpMcQTI,Rich Mortimer,6qN46VNn1NLcmaWJYk5hKK,Carousel,2021-04-30
45,2Pmiz2tOtQxnrHsQ9RZuKp,Shoganai,191087,37H3UX4jTV7ZjH5yL6l3Yl,Marlon Guild,5pOX595aLHeczDXUz0HsL1,Shoganai,2022-03-11
46,2Ibyx9m0rs3MSVWdqaCWkI,Nederlag,137013,2ClAWj3iKUlyddnvR6faUP,Jacob David,7aSmFOHD0J5i8Chj24XDzQ,Nederlag,2021-03-26
47,23DPhQu9w09Vc4PkAd3zv2,Pourquoi,178000,2KlGXtQBlBpqBOt4WnVH4M,Hector VallÇe,1OWuvV6W1ajl6Lp0Lncp4Z,Pourquoi,2022-02-11
48,7cMwmMmh2RRtGv1jl3QPUH,Lavender,176000,2Uz5ooYuumPgHwe1HVjFtT,Stephanie Middleton,0ydbZvW2I6oagnbyzvYg15,Lavender,2021-10-29
49,4MBvV10mS1xxbyg5hvbtzk,Crystal Ball,148250,7dsYrsCwrZat4t33c7RXPe,Lihua Zhao,0fKjmVxLE5o2sDd1b47REq,Heartland,2021-10-08
