,track_id,track_name,track_duration_ms,artist_id,artist_name,album_id,album_name,album_release_date
18,1thpjmPyH3rfjaq2bfrjWB,Fields,118153,7sNw4pNLLJNGrU62O80WGE,Leavv,0HeCqvA8LwbmtHp4FlKAUM,Cloud Shapes,2021-08-28
19,6IGd96b2eVkKVhwCW1NJ1e,sad octopus,144000,3rLOKzrmb7njqRKYSJgfY7,Claptu,5CQAEHBkksP0EMhoNXNAFn,Bedtime Beats,2021-01-15
20,0PDcQRIteJQqADoRYhLIxl,Wildflower,154310,7185Q95lPFld0aoPqO6e0U,Blue Wednesday,6lBsWeUlf1cHTocQWlBkMA,After Hours,2021-03-11
21,1TYPv1m4WCmSuoE48RIBAe,Walk Out,153506,26e6xlrurIqVfo2GzwuSMQ,Khutko,1ktp6MoHTiqPca8aYWH0BS,Violet,2021-05-14
22,2YGL67yMdbftbysa2TlvtJ,A Walk Through the Sky,141396,4n9z9czt00gzw36hdoVU3G,Kainbeats,4jHRJ8MXDSvP7kkqLJe22C,A Walk Through the Sky,2021-11-22
23,0Xms02B4yBtKxUodh8xoTg,Desert Night,156006,5tvVRGHiqZjsZDIYvLDdl5,l'Outlander,7ElZPXjqRPEJM2sMH5AA63,Massa,2021-06-19
24,0kFb9Xbl1LhpteKe2GzLwr,Constellations,183896,13rVXSdnUlcpvFQ2iuop8a,SCayos,0JkL0kGcQSUifx6Lhnol7o,Ethereal Nights,2021-07-27
25,4BqhlPaX9Jq8c2pDAEaE6O,Yuzu,110571,656fNsyi29ZFuxOc7cBdIs,Loafy Building,3b3A1KSes0XHzn2EMeLzHv,Butterflies,2022-03-12
26,2g54UaHmEIikFuEPNLACBB,Discover,159529,0tquhVod10o2zf1ht2aVoz,Elior,2OZDCigo1f39VDUTZKyUI0,Walls,2021-01-04
27,2q1dgiLlgTr239QSpq5fYv,Daydream,120269,4Yccu9UQwMSEegvhhS6tRK,Ymori,4BU0lI1X2Px6QaYrRbiLiI,Soul Journey,2021-07-22
28,2eBuez59MU3mSXwamfYueg,Lavender,154817,7daSp9zXk1dmqNxwKFkL35,Kupla,4FvTjyONlGwfnLY5Bj74jq,Melody Mountain,2021-04-20
29,1v3XvU16bA9lJlTBcRwrIG,Desert Flower,140800,6g67HuwuliYaN3y0I3C3o8,Jost Esser,1ynhVVz70nNaAWoebAnOZG,Desert Flower,2021-06-18
30,5Mg3t5X4bYQnAreDd6vTon,City On A Hill,164312,5tvVRGHiqZjsZDIYvLDdl5,l'Outlander,2hpqPyln3SFCI494qGvWEW,One Way Ticket,2021-09-03
31,6GrwTQ3ymprCEBhNAuTGLy,where light can't reach,129766,4n9z9czt00gzw36hdoVU3G,Kainbeats,0BUGyzWgvPBkbAVpgbIjgX,blindsighted,2021-09-01
32,1rP79McHD40lUXMtPzZdpT,Underbelly,137837,26e6xlrurIqVfo2GzwuSMQ,Khutko,1ktp6MoHTiqPca8aYWH0BS,Violet,2021-05-14
33,0Lw6iEunh0jGE3dxiUOt7X,Forward,108800,1KIGjwZj1Iojrjpf9FPrfS,Akīn,4HBs6jXChb9se0iiFz8ELZ,Directions,2022-03-06
34,3RdUzrnE2KgU7aXQ1GqTkn,Kyoto Sunrise,158000,0sLb0ouettR8lDLnEgCSVK,Living Room,52nSawNN7wQbQSdDpf5P4D,Rituals,2021-04-06
35,2pfhgKI26CXqSo0NxXygLz,Little Havana,62960,2K113zxCwp0w4JrGBlbMHj,Butter,3ZMtg6CDJBIBXP7UsP6WnA,Little Havana,2021-04-28
36,62KMuqKL6IdTv1Z4dGsfSJ,Together Again,188800,6ysKfYgiKUTMCuq2fSTLK3,xander.,38rprRSWLTehdqR0Kx50jj,"Cabin Fever, Pt. 2",2021-10-17
37,6GpRJKqZgbcU7yfMGaIDwM,Hero,168581,5tvVRGHiqZjsZDIYvLDdl5,l'Outlander,61wJuf5pVCICvt8iWX6btI,Willpower,2022-02-20
38,326BF2BS7hSk9O3FlKzCDW,ascensions,79333,232tNFCqJ5P1mP8RRp2j1H,Hanimo,0tpM7wkY9D7znm7x33dO5b,underwater,2020-09-25
39,0Xuv6oy9YSWSnc3OyTfPLr,Mateo,217164,3vU1rh15w9e9id0XWk3hX0,Low Flanders,12RsB5UPE1q8Y41wdmQ9aG,Mateo,2021-07-09
40,77nrRF8CfW05boZCXPFujq,Happy Endings,160344,7M4y7qvcYja7RcXNCGrjeP,Bcalm,1J1QC1wq4BpebKvPALqlbQ,For You,2022-02-10
41,2eycw1K4RoRWQz9nsIa077,That's ok,156551,1ux1cA3N0QiscFolXpfbni,Saiko,5BHSgXimijS5z0NMs3e6eA,That's ok,2022-01-07
42,5SP2t46uF2gpfTPW1W3lvw,deep blue,100465,1TPZvujEmCbb9Yw7QwoTH9,igory,7mzcfwa48vYUFzaxpfTis8,right on,2020-12-17
43,5K9vgqMokLpfsXgOa7EUXx,Ultramarine,167368,5D6V4Z6oPz4waooiuBaWIf,Sátyr,6qrJcgmEigwKKrc3MJZlGY,Aiode,2022-03-22
44,442lx6H3C2mEiQAoSJU4JJ,Flow,135384,0sLb0ouettR8lDLnEgCSVK,Living Room,6i3t1dreoioNY4IF5TBWk5,After The Rainbow,2021-12-12
45,1moxB02KhgCWontBnqNia3,Ideals,138697,5tvVRGHiqZjsZDIYvLDdl5,l'Outlander,61wJuf5pVCICvt8iWX6btI,Willpower,2022-02-20
46,0ZCvfenhRRu8Nca2HqUPHX,Blinker,117142,26e6xlrurIqVfo2GzwuSMQ,Khutko,2NnoiiwvvEI2sQrkVJHwWC,Blinker,2022-01-31
47,34y6vT9T3GYEAgh3hfGaMY,Melody Mountain,180826,7daSp9zXk1dmqNxwKFkL35,Kupla,4FvTjyONlGwfnLY5Bj74jq,Melody Mountain,2021-04-20
48,7rVQ5HNt34JT9RXEqOhsoh,Cruisn,111219,6ZDONpXSFquORDgdY6exLo,Mensing,0CsYj1tx4YHexjxHgkUkjv,Cruisn,2021-11-05
49,6ZFHrhc5bS1uZV8it8gmA3,Washed Out,170461,2CiO7xWdwPMDlVwlt9qa1f,WYS,1obdMwQYqDQTJLLBGFsFoP,Evermore,2021-02-23
