,track_id,track_name,track_duration_ms,artist_id,artist_name,album_id,album_name,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
22,3YTOydgI27cslWgVrSK28A,ontario,147646,4btBTQ1pWqpnDPY4BWMh1S,Spencer Hunt,5LAg05maJKVBniq4tR9Yv4,Windy City,2021-11-02,0.88,0.281,4,-13.746,1,0.417,0.646,0.912,0.0781,0.0373,90.993
23,5GUX3q63UrVIyTLG7VTDap,Floating,143956,3azKf6nXrUCI1RLZkX4Aj6,H.1,1WGGVNNbHqAkNTgM2CKOYi,Indigo Night,2021-12-04,0.626,0.219,8,-14.911,0,0.0356,0.753,0.691,0.11,0.119,134.001
24,00Vsf8TJHRcEne8mFkfvb2,Introspection,134088,2ZVKeej6s975bMSdzxjIhu,Elijah Lee,0M5ePVYl9cqqk4Lbb3V8h4,Vanishing Journey,2021-05-16,0.789,0.311,9,-12.774,0,0.0661,0.681,0.956,0.145,0.824,127.126
25,3yUHxNRBMcuuqPxxYtJDeV,snowfall,155806,3vVw6m3rihy77VuqxApdLA,Blurred Figures,3l1I2SI6vb6tLK3bwO2eF9,finding comfort,2021-09-21,0.78,0.163,5,-16.343,0,0.0383,0.977,0.952,0.105,0.221,124.055
26,6BsXh31ECG75EvqG59Hxsn,Celestial Spin,159640,46RYzJ2442SuhtOTl281nz,Dimension 32,0lJBdylPkClCNS5w9TE166,Aeolia,2022-03-16,0.508,0.11,11,-16.796,1,0.0273,0.966,0.956,0.119,0.178,139.865
27,6tIp8iZnZlrC2fmH3ZJNLj,Insides,146935,3iGthn6RykA9JUHnilAIr0,Krynoze,38KDWtXii83A6xj26chFbk,Tomorrow Comes,2022-01-21,0.678,0.212,2,-22.558,0,0.042,0.976,0.928,0.056,0.0787,134.003
28,2MJKhWKszAGHBv0tjC4Irj,a lonely star,217333,1R9fj5Tiy9XMFp5ANzS7FA,Jhove,3QgECGXMleqOfgn7VnQyKp,falling dreams,2021-02-21,0.786,0.178,9,-21.703,1,0.0575,0.81,0.948,0.102,0.273,90.009
29,7FLCdpekIVLJLVG5ybImp3,ayla,108800,0FayAsrcVWzpOFe9FCn4t4,Bhxa,5GAica5gZTH0hBbcHIXjVI,Ayla,2022-01-19,0.69,0.0687,11,-21.329,0,0.0743,0.929,0.861,0.366,0.0636,74.972
30,5fW90pA6rdgqWHJUBL1vpD,Wishing Star,144230,4GKyEHBQxZKcVESiIggVaU,Prithvi,6p2INecNLR2k2GfnvZBBdO,Timescapes : Longer Nights,2022-03-08,0.379,0.154,4,-19.333,0,0.0352,0.9,0.934,0.0828,0.15,100.998
31,40w3aKlMLiyoyZp9ouJvdQ,Looking Back,112735,4vv1FFVqxnHyQFLmWxjizb,Hevi,0ZqJ5jFxriw3q8u7IssIFZ,"Before It’s Late, Pt. 2",2021-08-12,0.582,0.0918,11,-17.6,0,0.0414,0.955,0.894,0.104,0.0915,139.954
32,7k3QLsRuIi7f5l7o0yzjw4,Calm Afternoon,109749,1KIGjwZj1Iojrjpf9FPrfS,Akīn,4HBs6jXChb9se0iiFz8ELZ,Directions,2022-03-06,0.707,0.0377,1,-23.416,1,0.142,0.971,0.947,0.106,0.13,140.005
33,1hdxh2kuBMpPfuBpzgzTbV,Flying Away,151538,5g8EUiiIZDqp2xd9eUUHin,Enluv,1ZYNklagsA3pZvixfpPKaJ,Cloud Studies,2021-04-22,0.577,0.309,2,-15.045,1,0.0498,0.718,0.824,0.0747,0.47,77.824
34,1ik1Hwjlx4LryBgTECjhLp,Solemn,150000,1bbah9s09626gweOzzLbKG,Towerz,4MiKAPFXQBfiQZsI1HJzwn,Solemn,2022-03-04,0.705,0.302,9,-20.159,1,0.0482,0.9,0.926,0.108,0.594,146.013
35,5mqy8AjWbNSSBbbLm65izO,Glistening,149117,656fNsyi29ZFuxOc7cBdIs,Loafy Building,3b3A1KSes0XHzn2EMeLzHv,Butterflies,2022-03-12,0.663,0.258,8,-13.887,0,0.0554,0.758,0.929,0.306,0.352,68.003
36,1nSDCQhhyFV9etJfUflRoI,As Time Goes By,172000,0UaXCEXCTPbdBBs0w8ae2Y,Ivylake,2pVjq2UfWue9udjrJoZvLp,Moonfern,2022-02-26,0.754,0.114,7,-23.879,0,0.0535,0.834,0.921,0.102,0.134,120.065
37,4gCIwhkNeWVNhPZHKpCfdn,I Thought We Were Friends,125721,53rCVzFVlyntj7jEjnY2oM,Yasumu,1eqLYSGrnhN1XPVKLSnu9U,Creating Memories,2021-07-23,0.874,0.06,6,-14.899,1,0.138,0.826,0.93,0.221,0.225,130.197
38,6cTUQvYQjTTBGPjMny2Ywz,Longer Nights,133333,4GKyEHBQxZKcVESiIggVaU,Prithvi,6p2INecNLR2k2GfnvZBBdO,Timescapes : Longer Nights,2022-03-08,0.499,0.126,4,-20.683,0,0.026,0.902,0.96,0.0882,0.112,90.002
39,5uE1OPUrVOYU6MN89i6BcM,Dancing in the Dark,153000,1XFN3VcuKr4tsTtQlRiTgK,Mondo Loops,3nVbqIZAmRpGcZsGEnRW7i,Nature’s Beauty,2022-03-26,0.667,0.138,4,-15.147,1,0.0503,0.879,0.884,0.0995,0.149,80.008
40,15esNv10A7PEooSw3il32D,Another Era,137583,0liH4Jfiz66Rqjz4DH3JZk,S N U G,2nivV1pgFdEoGRwQmSjsRj,Purple Skies,2021-06-15,0.582,0.228,9,-12.65,0,0.0415,0.952,0.933,0.0973,0.0705,81.982
41,5wPVakVziXmVSQ00whRAHI,youth,143414,4ApyJoQGYHAcMtJEvK5tRx,steezy prime,51j7xJWF9OJjL4E6TZ28AE,beyond the pines,2021-06-11,0.605,0.235,11,-19.766,1,0.0518,0.824,0.967,0.102,0.0565,164.067
42,4Aag0PuLGRXw1tyhQuqXOP,Butterflies,125070,656fNsyi29ZFuxOc7cBdIs,Loafy Building,3b3A1KSes0XHzn2EMeLzHv,Butterflies,2022-03-12,0.631,0.121,10,-14.952,0,0.0401,0.821,0.943,0.124,0.191,141.978
43,4g5RTeFaWDWkZfAiVu8wCA,Afterglow,144093,5zUSfxfP1NETZiaWt0Ui0a,Casiio,2pjMQNuSOb92Y5u31qmEaz,Particles,2021-05-20,0.456,0.184,8,-16.953,0,0.0987,0.76,0.777,0.0999,0.4,200.168
44,442lx6H3C2mEiQAoSJU4JJ,Flow,135384,0sLb0ouettR8lDLnEgCSVK,Living Room,6i3t1dreoioNY4IF5TBWk5,After The Rainbow,2021-12-12,0.687,0.248,9,-16.203,0,0.032,0.792,0.883,0.114,0.324,77.991
45,7gUq6yvBNXouRVDAsDkcdI,Pleine Lune,187455,2ZVKeej6s975bMSdzxjIhu,Elijah Lee,2OMVwTfVvcDYL1DR3l7zim,My Memoir,2022-01-29,0.642,0.131,6,-15.493,1,0.0379,0.986,0.922,0.111,0.14,65.136
46,5XreaY4Ex1gYhGAM9dzZzR,Frost Flowers,132933,6sPQwc6lix6K1Gv64v91Ml,Ambulo,2SpnX3NIKoP6AW5xlBF3qB,Sea Forest,2022-03-02,0.614,0.235,1,-11.503,0,0.0315,0.925,0.895,0.134,0.102,149.975
47,5bVRJOKzW3AcURehniGRyz,Fireflies,182400,2zNmlxTlRfyMAAifd2f71Q,amies,2s5On7RgkMxMf7jxWjn7Pa,Nocturne,2021-07-03,0.683,0.122,0,-19.096,0,0.0494,0.923,0.932,0.0724,0.0758,74.989
48,2sdDZNXhmzjDtWf6E98aZN,Desire,145500,1csp9v9FfSxU0LcBtfWFCb,Tibeauthetraveler,7DPE3hyRUX3NZFhR7ikQRC,Travel Buddies,2022-03-14,0.637,0.101,9,-21.472,1,0.0456,0.954,0.916,0.0892,0.218,80.06
49,0QqusGKX2WdoIrVNbU2xwS,Memories We Made,227532,4XbnhifKeOnyfTsCInrQsX,No Spirit,2IY4JPVLjlaQ3ntmeidENb,Memories We Made,2020-09-05,0.364,0.161,1,-17.278,1,0.034,0.961,0.878,0.101,0.0824,115.504
