,track_id,track_name,track_duration_ms,artist_id,artist_name,album_id,album_name,album_release_date
19,7t4ldrXvSEvY8yzGFTxgG9,Come What May +,201671,5WcisvYoq6332gCUX039Jd,We Are Messengers,0h7P3u9ifnfsWH3dGzKU0y,Come What May +,2021-09-10
20,0rH0mprtecH3grD9HFM5AD,Reckless Love,333386,2gXmjQIxCO8lMnSncluZaU,Cory Asbury,63fUIyRGFTFdVlDMTT5tLB,Reckless Love,2018-01-26
21,18Kt9lI9qQK5hUHtaIPOP2,Homecoming - Live,468274,26T4yOaOoFJvUvxR87Y9HO,Bethel Music,1lYaL9YlcMsLXXhmJMDrNL,Homecoming (Live),2021-09-24
22,17mIn8NhvzkNbzxCukVKdZ,Never Walk Alone - Live,348619,3SgHzT552wy2W8pNLaLk24,Hillsong Worship,3ShHQPOWPmRQybY6gh1b4g,These Same Skies (Live),2021-11-05
23,573mudwDhftRSSbvLHC8xS,Spirit Break Out - Live,382573,4leTWyczsXYGlzUh8sFGSz,Kim Walker-Smith,5SjDZwjks6vfJxdXbGnLal,Still Believe (Live),2012-01-01
24,0Me2VvbdQoSVn9YaVqWUKg,Blessed,324486,6N6Sk9XOoHsadAGYR44C2o,Vertical Worship,0UhDdx4FunkOEOMDbp0jBY,Blessed,2021-11-05
25,6MJK1V66s2Tk0e925id2LI,SELAH I,150559,7m4gF38CPATtHrk5HS42WZ,Hillsong Young & Free,5Rb8R5i1XkZIFCKUyR2PZD,III,2018-06-29
26,3XtoBErYE1iSWKcMpftdnW,Alive & Breathing (feat. Elle Limebear),242139,1dPl8axUL09mso0myZqPZW,Matt Maher,1BxJ93fbfJSKQ4GWqUcQB9,Alive & Breathing,2020-03-06
27,1oAWbr6TXkRajJKgSm1vF5,Kasih Tak Sampai,293320,6PL8FkAt5nOZwYpPIhuAJg,Padi,6mkU1z9nlxjLcmFHz7TsX1,Sesuatu Yang Tertunda,2001-06-20
28,4wiv0itDHcgSB8IjOxn4SA,Reason To Praise - Live,510726,26T4yOaOoFJvUvxR87Y9HO,Bethel Music,1lYaL9YlcMsLXXhmJMDrNL,Homecoming (Live),2021-09-24
29,11sEN3giGSXvHBr7DxZoss,Oh Sunny Days,207164,51Ssgb0bFNfHyAXc3Fpmuv,Vira Talisa,38hBR2pf7SkU8SpKDJ5xZ2,Oh Sunny Days,2021-07-23
30,2susTnsZMD3aHMrdzvlrLM,Still Believe - Live,596866,4leTWyczsXYGlzUh8sFGSz,Kim Walker-Smith,5SjDZwjks6vfJxdXbGnLal,Still Believe (Live),2012-01-01
31,4xuToNvDiZHnDQVujjK49s,Spirit of the Living God,339480,6N6Sk9XOoHsadAGYR44C2o,Vertical Worship,2n25b8gFJcDKbiXi9t4dP6,Church Songs,2015-01-16
32,0p5CPH1ChVpy79HIZPR4uy,Freedom - Live,256790,3SgHzT552wy2W8pNLaLk24,Hillsong Worship,3ShHQPOWPmRQybY6gh1b4g,These Same Skies (Live),2021-11-05
33,3nEUnvbFAS0GSBSeZYbKX4,Days Gone By,228986,7m4gF38CPATtHrk5HS42WZ,Hillsong Young & Free,5Rb8R5i1XkZIFCKUyR2PZD,III,2018-06-29
34,3ftY8vtaNvwIDBwbFDDFVH,Leaning - Live,476599,1dPl8axUL09mso0myZqPZW,Matt Maher,6UGWowK96hTdQJyZadFfyJ,Leaning (Live),2022-03-04
35,1VNP6bgTcqE6cxkU8Zpy21,Revival’s In The Air - Live,444174,26T4yOaOoFJvUvxR87Y9HO,Bethel Music,1t2YSGGRvSaf1zHE0cfjr2,Revival's In The Air (Live),2020-05-29
36,3tGIQoi9m0WfRfUYN49V7d,Elang,261093,48bKH1ugFBhERC1rdojP9d,Dewa 19,2AYCO1vDSYRYnlu7tK6ZcS,The Best of Dewa 19,2012
37,22E1XhnhvSi1NDbRmb5BDn,Hurry - Live,390666,4leTWyczsXYGlzUh8sFGSz,Kim Walker-Smith,4ilCyBUGUzbgZ9AZlOJD21,Revival Nights (Pt. 2) [Live],2021-11-19
38,6Tcgyo2m5eouucM87VjIFB,One and Only Jesus,235202,6N6Sk9XOoHsadAGYR44C2o,Vertical Worship,50OzYCE4poMoyteNi845mA,One and Only Jesus,2022-01-28
39,6PJ9zmCVCvjA9fkWTo2on4,Things of Heaven,330080,48AVv3cw03WdSB5b4qmNCr,Red Rocks Worship,1Q3qc4ujNahlJkwFAE0hOU,Things of Heaven,2021-09-24
40,54DFEHLEHHVvBJChO1ging,Song For His Presence - Live,454912,3SgHzT552wy2W8pNLaLk24,Hillsong Worship,3ShHQPOWPmRQybY6gh1b4g,These Same Skies (Live),2021-11-05
41,5Wqz0Ayyr6ciO1oSAujrGj,P E A C E,238493,7m4gF38CPATtHrk5HS42WZ,Hillsong Young & Free,5Rb8R5i1XkZIFCKUyR2PZD,III,2018-06-29
42,72SrSfTI6p9HCBuVKmCNu9,Egypt - Live,383447,26T4yOaOoFJvUvxR87Y9HO,Bethel Music,1t2YSGGRvSaf1zHE0cfjr2,Revival's In The Air (Live),2020-05-29
43,6q4EYdtzjQ4S2v45jTpH22,Pertama,260127,18PmEN8ZiHBQlDpxrgR2xs,MALIQ & D'Essentials,09jnUIvbrgy12Z5LoFXHP3,Pertama,2021-09-29
44,3EWr9Rh7AEr70hV8nA7pCd,You Are Good,358373,7M7UXUwtz3Wb25PVS8dwHs,SEU Worship,0qFxivCbnRrBlXwhvQlrYV,Walk with You,2022-02-04
45,3wB2woMJ78WzKEixJmY8hO,How Good Is He - Live from Chicago,367711,6N6Sk9XOoHsadAGYR44C2o,Vertical Worship,4KKo7CMv5WAX4NYcKDcnUG,How Good Is He (Live from Chicago),2021-10-15
46,18QN5s8wxFP61qsKPLiBue,My God Is Still The Same,205146,6QgOGgahvXBHEEzpjbDsOj,Sanctus Real,5YFrFIwYuNxdYIA0I0qFy1,My God Is Still The Same,2021-03-05
47,05W8PJmja6rf2jlXf57C5a,Secret Place - Live,327625,3SgHzT552wy2W8pNLaLk24,Hillsong Worship,3ShHQPOWPmRQybY6gh1b4g,These Same Skies (Live),2021-11-05
48,5NPFbfu66b3BlhgfZGK9HJ,Heart Of God,344853,7m4gF38CPATtHrk5HS42WZ,Hillsong Young & Free,5Rb8R5i1XkZIFCKUyR2PZD,III,2018-06-29
49,1bojRy5in1TdHzdWdxULgr,Dear God,367462,2gXmjQIxCO8lMnSncluZaU,Cory Asbury,5lI4dcwtT3IXJ8i097XkIH,To Love a Fool,2020-07-31
